city_id,city,cloudiness,country,date,humidity,lat,lng,max_temp,wind_speed
355,Nichinan,75,JP,1619127038,72,31.6,131.3667,59.0,6.91
356,Adeje,20,ES,1619126827,73,28.1227,-16.726,68.0,10.36
357,Cheyenne,1,US,1619126755,22,41.14,-104.8203,54.0,17.27
358,Nador,0,MA,1619126944,77,35.174,-2.9287,62.6,1.74
359,Tauramena,72,CO,1619127043,53,5.0183,-72.7492,83.7,4.32
360,Mezhova,89,UA,1619127044,84,48.2532,36.7347,48.69,7.14
361,Daoukro,23,CI,1619127045,82,7.0591,-3.9631,78.06,3.51
362,Saint-Orens-de-Gameville,0,FR,1619127047,47,43.554,1.5341,57.2,6.91
363,Praia da Vitória,75,PT,1619126652,77,38.7333,-27.0667,57.2,29.91
364,Miguel Hidalgo,75,MX,1619127050,15,19.4225,-99.2028,82.4,10.36
365,Rawson,7,AR,1619126451,45,-43.3002,-65.1023,60.8,5.03
366,Xuzhou,6,CN,1619127052,91,34.1805,117.1571,49.84,6.82
367,Linkuva,75,LT,1619127054,87,56.0856,23.9725,37.4,12.66
368,Souillac,75,MU,1619126579,94,-20.5167,57.5167,77.0,5.75
369,Imbituba,20,BR,1619127056,73,-28.24,-48.6703,69.8,5.75
370,Cap Malheureux,100,MU,1619126879,87,-19.9842,57.6142,75.99,1.99
371,Saint-Pierre,90,RE,1619126631,83,-21.3393,55.4781,77.0,17.27
372,Oron,92,NG,1619127060,87,4.8256,8.2343,80.06,4.05
373,Itarema,17,BR,1619127062,81,-2.9248,-39.9167,78.39,7.34
374,Burnie,36,AU,1619127063,71,-41.0667,145.9167,50.0,8.99
375,Ossora,82,RU,1619127065,89,59.2353,163.0719,30.11,1.92
376,Nizhnevartovsk,0,RU,1619126975,59,60.9344,76.5531,28.4,8.95
377,Ponta do Sol,87,PT,1619126723,89,32.6667,-17.1,64.99,4.0
378,Christchurch,84,NZ,1619126907,82,-43.5333,172.6333,62.01,2.3
379,Sandwick,75,GB,1619127070,65,60.0,-1.25,44.6,5.75
380,Gushi,100,CN,1619127071,74,34.6425,109.5843,60.31,10.42
381,Bryan,90,US,1619126989,46,30.6744,-96.37,71.6,11.5
382,Foumban,95,CM,1619127074,93,5.7291,10.9001,65.03,2.8
383,Newport,0,GB,1619127075,43,51.5877,-2.9984,50.0,10.36
384,Sabha,99,LY,1619126872,13,27.0377,14.4283,84.88,12.03
385,Iznoski,43,RU,1619127078,95,54.9881,35.3108,43.38,6.73
386,Avera,1,US,1619126770,19,33.194,-82.5271,64.4,8.05
387,Axum,70,ET,1619127080,29,14.1245,38.7244,67.55,8.88
388,Fengrun,98,CN,1619127082,79,39.8333,118.1167,53.2,11.56
389,Øksfjord,0,NO,1619126936,69,70.2396,22.3479,32.0,3.44
390,Ulverstone,38,AU,1619127084,71,-41.15,146.1667,51.01,8.99
391,Tupaciguara,0,BR,1619127086,38,-18.5922,-48.705,77.0,6.91
392,Boguchany,19,RU,1619127087,94,58.3814,97.4531,16.72,2.71
393,Smidovich,100,RU,1619126908,51,48.6,133.8167,53.85,9.64
394,Diego de Almagro,0,CL,1619127088,42,-26.3667,-70.05,66.13,8.3
395,Il’inskiy,0,RU,1619127091,87,55.619,38.1182,48.99,6.71
396,Horqueta,41,PY,1619127093,38,-23.3428,-57.0597,78.26,3.67
397,Bone,27,DE,1619127094,67,51.9669,12.1396,43.0,1.99
398,La Roxas,57,PH,1619127096,89,7.8642,124.8869,65.1,1.01
399,Aasiaat,100,GL,1619126892,76,68.7098,-52.8699,28.08,7.96
400,Barra de Tecoanapa,40,MX,1619127098,49,16.5167,-98.75,87.03,11.23
401,Sioux Lookout,40,CA,1619126966,22,50.1001,-91.917,62.6,11.5
402,Hong Kong,0,HK,1619126679,83,22.2855,114.1577,77.0,6.58
403,Husavik,0,IS,1619126702,87,66.0449,-17.3389,39.2,6.91
404,Unity,100,CA,1619127104,31,52.4501,-109.1682,35.35,17.43
405,Ilulissat,100,GL,1619127001,69,69.2167,-51.1,28.4,6.91
406,Merritt Island,1,US,1619127005,73,28.5392,-80.672,73.99,11.5
407,Broome,90,US,1619126922,55,42.2506,-75.833,39.99,17.27
408,Valka,88,LV,1619127109,79,57.7752,26.0101,41.0,1.01
409,Batemans Bay,0,AU,1619126983,74,-35.7167,150.1833,50.0,5.01
410,Orël-Izumrud,20,RU,1619127112,93,43.4583,39.9244,50.0,2.24
411,Dunedin,100,NZ,1619126886,90,-45.8742,170.5036,55.0,1.99
412,Mishan,100,CN,1619127114,54,45.55,131.8833,52.66,3.74
413,Wonthaggi,78,AU,1619127116,85,-38.6044,145.5913,54.0,15.12
414,Mandiana,44,GN,1619127117,44,10.6333,-8.6833,86.88,4.27
415,Laguna,1,US,1619126853,43,38.421,-121.4238,73.99,11.5
416,Bedēsa,90,ET,1619127120,91,8.9,40.7833,59.83,4.36
417,Puerto del Rosario,20,ES,1619127121,64,28.5004,-13.8627,69.8,9.22
418,Mazamari,47,PE,1619127123,76,-11.3258,-74.5308,79.41,1.86
419,Srednekolymsk,93,RU,1619126977,91,67.45,153.6833,10.29,1.92
420,Buraidah,0,SA,1619126709,20,26.326,43.975,84.2,9.22
421,Tashara,10,RU,1619127126,59,55.5195,83.5094,30.0,5.46
422,Tambura,100,SS,1619127128,91,5.6,27.4667,70.32,3.89
423,Swan Hill,72,AU,1619126839,74,-35.3378,143.5544,54.07,5.19
424,Mwinilunga,100,ZM,1619127131,86,-11.7358,24.4293,64.69,3.51
425,Alta Floresta,75,BR,1619127132,83,-9.8756,-56.0861,80.6,11.5
426,Nioro,14,GM,1619127134,41,13.35,-15.75,81.45,10.49
427,Airai,31,TL,1619126713,86,-8.9266,125.4092,57.16,2.06
428,Sayyan,13,YE,1619127071,27,15.1718,44.3244,58.84,2.59
429,Cayenne,75,GF,1619126706,83,4.9333,-52.3333,80.6,17.27
430,Nemuro,100,JP,1619126858,88,43.3236,145.575,35.31,16.31
431,Cranbrook,90,CA,1619127117,70,49.4999,-115.7688,39.2,17.27
432,Narón,0,ES,1619126870,94,43.5167,-8.1528,57.2,3.44
433,Kiama,0,AU,1619127142,69,-34.6833,150.8667,57.0,5.01
434,Cockburn Town,40,TC,1619126700,69,21.4612,-71.1419,82.4,11.5
435,Maningrida,65,AU,1619127145,84,-12.0667,134.2667,75.16,8.23
436,Kismayo,100,SO,1619126959,78,-0.3582,42.5454,81.95,11.92
437,Acarí,20,PE,1619127147,73,-15.4311,-74.6158,74.37,8.99
438,Mirandopólis,0,BR,1619127149,38,-21.1336,-51.1017,71.37,5.73
439,Mbour,11,SN,1619127150,88,14.422,-16.9638,68.0,12.66
440,Belaya Gora,70,RU,1619127152,84,68.5333,146.4167,10.31,3.44
441,Morondava,1,MG,1619127153,73,-20.2833,44.2833,76.59,5.79
442,Andra,98,RU,1619127155,88,62.5147,65.8878,37.53,9.35
443,Ngara,78,TZ,1619127156,96,-2.5122,30.6558,55.8,2.71
444,Knurów,32,PL,1619127158,66,50.2197,18.6507,39.99,4.0
445,Hamilton,40,US,1619126728,32,39.1834,-84.5333,53.01,12.66
446,Ubari,98,LY,1619127160,25,26.5921,12.7805,80.33,14.03
447,Lotoshino,84,RU,1619127162,92,56.2267,35.6414,44.13,10.38
448,Chaman,0,PK,1619127163,15,30.9236,66.4512,67.86,5.3
449,Kananga,85,CD,1619127164,85,-5.8958,22.4178,71.29,4.65
450,Freeport,75,US,1619126907,31,40.6576,-73.5832,48.0,14.97
451,Moshenskoye,25,RU,1619127167,81,58.5102,34.5911,44.08,8.48
452,Porto Belo,20,BR,1619127169,68,-27.1578,-48.5531,73.4,8.05
453,Price,1,US,1619127170,12,39.5994,-110.8107,60.8,9.22
454,Lashio,0,MM,1619127171,48,22.9333,97.75,67.93,1.01
455,Misratah,46,LY,1619127173,60,32.3754,15.0925,69.69,18.16
456,Boundiali,93,CI,1619127174,58,9.5217,-6.4869,80.62,1.66
457,Ust'-Omchug,100,RU,1619127176,93,61.15,149.6333,24.87,3.04
458,Nobeoka,100,JP,1619127177,56,32.5833,131.6667,54.0,1.01
459,Upata,99,VE,1619126844,61,8.0086,-62.3989,88.0,5.99
460,Brae,75,GB,1619126696,65,60.3964,-1.353,44.6,5.75
461,Mana,83,GF,1619126759,88,5.6592,-53.7767,77.97,13.02
462,Payo,100,ID,1619127182,98,-3.7508,103.6372,71.35,1.61
463,Sorong,82,ID,1619127184,87,-0.8833,131.25,78.39,4.36
464,Umm Kaddadah,2,SD,1619127185,16,13.6017,26.6876,84.85,10.51
465,Jodhpur,0,IN,1619127187,34,26.2867,73.03,80.38,12.55
466,Nizwá,10,OM,1619127188,18,22.9333,57.5333,79.05,2.77
467,Lakhdenpokh'ya,98,RU,1619127189,89,61.5198,30.1992,39.0,5.53
468,Slave Lake,1,CA,1619126858,43,55.2834,-114.769,32.0,9.22
469,Klaksvík,75,FO,1619126891,87,62.2266,-6.589,41.0,1.14
470,Vestmannaeyjar,100,IS,1619127193,80,63.4427,-20.2734,45.07,25.34
471,Muravlenko,41,RU,1619127195,82,63.7898,74.523,26.96,14.94
472,Uyuni,0,BO,1619127196,14,-20.4597,-66.825,52.23,8.55
473,Moctezuma,71,MX,1619127198,12,29.8,-109.6667,82.63,23.29
474,Namatanai,96,PG,1619127199,76,-3.6667,152.4333,81.54,1.68
475,Alcañiz,78,ES,1619127201,96,41.05,-0.1333,46.99,4.45
476,Olafsvik,100,IS,1619126648,91,64.8945,-23.7142,42.24,19.6
477,Tongren,100,CN,1619127203,97,27.7172,109.1853,64.85,4.03
478,Barranca,25,PE,1619127205,78,-10.75,-77.7667,69.58,9.26
479,Poole,1,GB,1619127007,65,50.7167,-2.0,48.0,7.0
480,Sihorā,100,IN,1619127197,18,23.4833,80.1167,78.93,6.49
481,Waterford,75,US,1619127208,34,42.7023,-83.4027,48.99,9.22
482,Rjukan,4,NO,1619127210,43,59.8789,8.5941,36.0,25.01
483,Rodrigues Alves,40,BR,1619127211,70,-7.738,-72.6509,87.8,2.04
484,Hurricane,1,US,1619127083,16,37.1753,-113.2899,75.99,10.36
485,Dubbo,0,AU,1619127131,100,-32.25,148.6167,33.8,6.91
486,Yarmouth,75,US,1619126867,29,41.7057,-70.2286,46.4,21.85
487,Ust-Kuyga,97,RU,1619127000,99,70.0167,135.6,-5.46,1.79
488,Río Gallegos,75,AR,1619126901,76,-51.6226,-69.2181,50.0,3.44
489,Isangel,75,VU,1619126628,83,-19.55,169.2667,80.6,8.99
490,Goundi,95,TD,1619127220,33,9.3627,17.366,89.37,2.91
491,Mobaye,93,CF,1619127221,87,4.319,21.1786,72.7,3.18
492,São Félix do Xingu,97,BR,1619126775,94,-6.6447,-51.995,75.96,1.54
493,Bulgan,100,MN,1619126707,86,48.8125,103.5347,23.67,6.76
494,Behat,48,IN,1619127225,52,30.1667,77.6167,67.55,14.92
495,Saint Lawrence,91,MT,1619127227,88,36.0553,14.204,62.01,16.11
496,Bogovina,100,RS,1619127228,48,43.895,21.9403,55.0,3.91
497,Oxelösund,0,SE,1619127229,100,58.6706,17.1015,32.0,2.3
498,Sortavala,97,RU,1619127231,89,61.7053,30.6918,34.68,5.61
499,Puebla,75,MX,1619126939,24,18.8333,-98.0,78.8,18.41
500,Gönc,0,HU,1619127234,87,48.4667,21.2833,43.0,4.61
501,Maamba,27,ZM,1619127235,69,-17.3667,27.15,64.76,2.33
502,General Roca,0,AR,1619126842,55,-39.0333,-67.5833,64.4,2.3
503,El Colomo,20,MX,1619127238,78,19.05,-104.25,80.6,11.5
504,Matara,31,LK,1619127239,89,5.9485,80.5353,77.85,7.85
505,Caraguatatuba,75,BR,1619127241,68,-23.6338,-45.4899,68.0,8.05
506,Guymon,1,US,1619127012,39,36.6828,-101.4816,60.8,23.02
507,Cham,25,CH,1619127243,81,47.1821,8.4636,44.6,2.3
508,Ribas do Rio Pardo,0,BR,1619126947,32,-20.4431,-53.7592,80.98,4.25
509,Grants Pass,1,US,1619127246,13,42.439,-123.3284,75.0,11.5
510,Vidalia,1,US,1619127248,24,32.2177,-82.4135,66.2,4.61
511,Hasaki,20,JP,1619126602,71,35.7333,140.8333,48.2,12.66
512,Luanda,75,AO,1619126857,89,-8.8368,13.2343,80.6,3.44
513,Deputatsky,92,RU,1619126690,98,69.3,139.9,-1.52,1.07
514,Ampanihy,58,MG,1619127253,83,-24.7,44.75,69.17,10.42
515,Galveston,100,US,1619127254,79,29.3669,-94.9669,69.01,3.0
516,Bayangol,100,RU,1619127256,83,50.6977,103.4656,18.45,2.1
517,Sátão,65,PT,1619127257,82,40.7418,-7.7329,51.01,2.28
518,Zaysan,100,KZ,1619127259,66,47.4667,84.8667,28.99,3.09
519,State College,75,US,1619127260,41,40.7934,-77.86,42.01,21.85
520,Smyrna,20,US,1619127082,25,33.884,-84.5144,62.01,9.22
521,Vardø,75,NO,1619126630,93,70.3705,31.1107,33.8,19.57
522,Champerico,75,GT,1619126997,70,14.3,-91.9167,91.4,11.5
523,Ndioum,0,SN,1619127266,27,16.5129,-14.6471,93.2,4.61
524,Zhangye,3,CN,1619127267,45,38.9342,100.4517,58.01,6.02
525,Nur-Sultan,0,KZ,1619127268,86,51.1801,71.446,23.0,6.71
526,Tual,95,ID,1619126939,72,-5.6667,132.75,84.15,9.75
527,Cape Coast,82,GH,1619127271,84,5.1053,-1.2466,82.92,11.97
528,Safaga,0,EG,1619127273,34,26.7292,33.9365,78.8,6.91
529,Esim,100,GH,1619127274,83,4.8699,-2.2405,82.76,10.0
530,Oodweyne,69,SO,1619127275,58,9.4092,45.064,76.28,3.67
531,Zverinogolovskoye,96,RU,1619127277,63,54.4586,64.8542,46.69,14.23
532,Tilichiki,82,RU,1619126721,84,60.4667,166.1,22.59,3.87
533,Manitouwadge,40,CA,1619127280,70,49.1215,-85.8403,42.8,8.05
534,Margate,8,GB,1619126712,72,51.3813,1.3862,44.01,1.99
535,Sulangan,98,PH,1619127282,77,11.1373,123.7228,81.68,10.4
536,Tank,98,PK,1619127141,55,32.2217,70.3793,70.07,6.91
537,Plettenberg Bay,0,ZA,1619126951,82,-34.0527,23.3716,65.68,8.12
538,Aksarka,100,RU,1619127286,88,66.5606,67.7975,35.37,13.53
539,Abu Kamal,35,SY,1619127288,26,34.4506,40.9171,72.16,10.11
540,Hambantota,40,LK,1619126598,100,6.1241,81.1185,78.8,3.44
541,Kudahuvadhoo,90,MV,1619127290,70,2.6708,72.8944,82.58,11.23
542,Gobabis,90,NA,1619127292,38,-22.45,18.9667,61.21,9.19
543,Mandera,100,KE,1619127293,61,3.9366,41.867,83.32,7.9
544,Fairbanks,1,US,1619126403,31,64.8378,-147.7164,53.01,12.66
545,Rome,90,US,1619126962,45,43.2128,-75.4557,39.99,24.16
546,Amapá,100,BR,1619126978,97,1.0,-52.0,74.44,4.21
547,Nieuw Amsterdam,40,SR,1619127298,70,5.8833,-55.0833,84.2,9.22
548,Rong Kwang,18,TH,1619127300,65,18.339,100.3174,84.0,1.54
549,Boralday,40,KZ,1619127301,86,43.3578,76.8594,32.0,4.47
